x_position,y_position,x_velocity,y_velocity,angle,angular_velocity,left_leg_contact,right_leg_contact,euclidean_distance,total_velocity,fast_descent,polar_angle_to_pad,abs_y_velocity,angle_x_angular_vel,x_pos_x_x_vel,y_pos_x_y_vel,low_alt_high_speed,action
-0.00508337,1.4742906,-0.03534998,0.19001193,-0.05320311,-0.08014017,0.0,0.0,1.474299,0.193272,0.000000,1.574244,0.19001193,0.0042637065,0.00017969703,0.2801328,0.000000,1
-0.005552292,1.4784744,-0.044748634,0.18586893,-0.055320874,-0.04235895,0.0,0.0,1.478485,0.191180,0.000000,1.574552,0.18586893,0.002343334,0.00024845748,0.27480245,0.000000,0
-0.0060211183,1.4825611,-0.044743214,0.18154645,-0.057439465,-0.042375978,0.0,0.0,1.482573,0.186979,0.000000,1.574858,0.18154645,0.0024340535,0.00026940418,0.2691537,0.000000,0
-0.0064899446,1.4865505,-0.044737116,0.17722394,-0.05955734,-0.04236172,0.0,0.0,1.486565,0.182783,0.000000,1.575162,0.17722394,0.0025229515,0.0002903414,0.26345232,0.000000,0
-0.00695858,1.4904428,-0.044731118,0.17290138,-0.061674923,-0.042355236,0.0,0.0,1.490459,0.178594,0.000000,1.575465,0.17290138,0.002612256,0.00031126506,0.2576996,0.000000,0
-0.007427311,1.4942378,-0.044725183,0.16857882,-0.06379216,-0.042348947,0.0,0.0,1.494256,0.174411,0.000000,1.575767,0.16857882,0.002701531,0.00033218786,0.25189683,0.000000,0
-0.0078958515,1.4979355,-0.044719268,0.16425619,-0.065909095,-0.042342566,0.0,0.0,1.497956,0.170235,0.000000,1.576067,0.16425619,0.0027907602,0.0003530967,0.24604517,0.000000,0
-0.0083644865,1.5015361,-0.044713385,0.15993354,-0.06802569,-0.04233604,0.0,0.0,1.501559,0.166066,0.000000,1.576367,0.15993354,0.0028799383,0.0003740045,0.24014598,0.000000,0
-0.0088329315,1.5050396,-0.04470752,0.15561081,-0.07014198,-0.042329688,0.0,0.0,1.505065,0.161906,0.000000,1.576665,0.15561081,0.002969088,0.00039489847,0.23420043,0.000000,0
-0.009301281,1.5084459,-0.044701695,0.15128806,-0.07225795,-0.042323478,0.0,0.0,1.508475,0.157754,0.000000,1.576962,0.15128806,0.0030582077,0.00041578303,0.22820985,0.000000,0
-0.009769631,1.511755,-0.044695888,0.14696527,-0.074373625,-0.042317264,0.0,0.0,1.511787,0.153612,0.000000,1.577259,0.14696527,0.0031472882,0.00043666232,0.22217548,0.000000,0
-0.010237885,1.5149668,-0.04469011,0.14264242,-0.076488964,-0.04231102,0.0,0.0,1.515001,0.149479,0.000000,1.577554,0.14264242,0.0032363262,0.00045753218,0.21609855,0.000000,0
-0.010706043,1.5180817,-0.044684365,0.13831952,-0.07860402,-0.04230487,0.0,0.0,1.518119,0.145358,0.000000,1.577849,0.13831952,0.003325333,0.00047839273,0.20998032,0.000000,0
-0.011175347,1.5210778,-0.044790935,0.13304573,-0.080718935,-0.04229865,0.0,0.0,1.521119,0.140383,0.000000,1.578143,0.13304573,0.003414302,0.0005005542,0.20237291,0.000000,0
-0.011644649,1.5239767,-0.04479098,0.12872535,-0.082833864,-0.04229872,0.0,0.0,1.524021,0.136295,0.000000,1.578437,0.12872535,0.0035037664,0.0005215753,0.19617443,0.000000,0
-0.012113953,1.5267785,-0.044791024,0.12440498,-0.08494879,-0.042298693,0.0,0.0,1.526827,0.132223,0.000000,1.578730,0.12440498,0.003593223,0.0005425964,0.18993884,0.000000,0
-0.012583256,1.5294831,-0.04479107,0.120084606,-0.08706372,-0.04229866,0.0,0.0,1.529535,0.128166,0.000000,1.579023,0.120084606,0.0036826788,0.0005636175,0.18366738,0.000000,0
-0.0130525585,1.5320907,-0.044791117,0.11576423,-0.089178644,-0.042298637,0.0,0.0,1.532146,0.124127,0.000000,1.579316,0.11576423,0.0037721351,0.0005846387,0.1773613,0.000000,0
-0.013521766,1.5346011,-0.04479117,0.111443855,-0.09129357,-0.042298622,0.0,0.0,1.534661,0.120108,0.000000,1.579607,0.111443855,0.0038615924,0.0006056557,0.17102186,0.000000,0
-0.01399107,1.5370144,-0.044791218,0.10712349,-0.0934085,-0.042298548,0.0,0.0,1.537078,0.116111,0.000000,1.579899,0.10712349,0.003951044,0.00062667707,0.16465034,0.000000,0
-0.014460373,1.5393305,-0.04479127,0.10280311,-0.09552342,-0.042298496,0.0,0.0,1.539398,0.112137,0.000000,1.580190,0.10280311,0.004040497,0.00064769847,0.15824796,0.000000,0
-0.0149295805,1.5415494,-0.044791326,0.098482735,-0.09763834,-0.04229849,0.0,0.0,1.541622,0.108190,0.000000,1.580481,0.098482735,0.004129954,0.0006687157,0.15181601,0.000000,0
-0.015398884,1.5436713,-0.04479138,0.09416236,-0.09975325,-0.04229846,0.0,0.0,1.543748,0.104273,0.000000,1.580771,0.09416236,0.0042194086,0.0006897373,0.14535573,0.000000,0
-0.015868187,1.5456958,-0.044791438,0.089841984,-0.10186817,-0.04229847,0.0,0.0,1.545777,0.100389,0.000000,1.581062,0.089841984,0.0043088677,0.0007107589,0.13886838,0.000000,0
-0.016337395,1.5476233,-0.044791497,0.08552161,-0.10398308,-0.04229845,0.0,0.0,1.547710,0.096541,0.000000,1.581352,0.08552161,0.004398323,0.00073177635,0.13235523,0.000000,1
-0.016868973,1.5494536,-0.052598167,0.081305385,-0.10453905,-0.011119508,0.0,0.0,1.549545,0.096836,0.000000,1.581683,0.081305385,0.0011624228,0.00088727707,0.12597892,0.000000,0
-0.017400552,1.5511867,-0.052598167,0.07698536,-0.105095044,-0.01111952,0.0,0.0,1.551284,0.093238,0.000000,1.582013,0.07698536,0.0011686065,0.0009152371,0.119418666,0.000000,0
-0.017932033,1.5528225,-0.052598167,0.072665334,-0.10565102,-0.011119546,0.0,0.0,1.552926,0.089704,0.000000,1.582344,0.072665334,0.0011747915,0.0009431921,0.11283636,0.000000,0
-0.018463612,1.5543611,-0.05259817,0.06834531,-0.106207006,-0.011119661,0.0,0.0,1.554471,0.086242,0.000000,1.582674,0.06834531,0.001180986,0.0009711522,0.10623329,0.000000,0
-0.01899519,1.5558027,-0.05259818,0.064025275,-0.106763,-0.011119654,0.0,0.0,1.555919,0.082860,0.000000,1.583005,0.064025275,0.0011871676,0.0009991124,0.099610694,0.000000,0
-0.019526672,1.5571469,-0.052598186,0.059705254,-0.107319,-0.01111965,0.0,0.0,1.557269,0.079569,0.000000,1.583336,0.059705254,0.0011933497,0.0010270675,0.09296985,0.000000,0
-0.02005825,1.558394,-0.05259819,0.055385225,-0.10787498,-0.011119679,0.0,0.0,1.558523,0.076381,0.000000,1.583667,0.055385225,0.0011995351,0.0010550276,0.086311996,0.000000,0
-0.020589828,1.5595438,-0.052598197,0.0510652,-0.10843097,-0.011119644,0.0,0.0,1.559680,0.073309,0.000000,1.583998,0.0510652,0.0012057137,0.0010829879,0.079638414,0.000000,0
-0.021121407,1.5605965,-0.0525982,0.04674517,-0.108986944,-0.011119586,0.0,0.0,1.560739,0.070368,0.000000,1.584330,0.04674517,0.0012118898,0.001110948,0.07295035,0.000000,0
-0.021652889,1.5615519,-0.05259821,0.042425144,-0.10954293,-0.011119551,0.0,0.0,1.561702,0.067576,0.000000,1.584662,0.042425144,0.0012180682,0.0011389031,0.066249065,0.000000,0
-0.022184467,1.5624102,-0.052598216,0.03810512,-0.11009891,-0.011119539,0.0,0.0,1.562568,0.064951,0.000000,1.584994,0.03810512,0.0012242491,0.0011668634,0.059535827,0.000000,0
-0.022716045,1.5631713,-0.05259822,0.03378509,-0.1106549,-0.0111195035,0.0,0.0,1.563336,0.062514,0.000000,1.585327,0.03378509,0.0012304275,0.0011948235,0.052811883,0.000000,0
-0.023247529,1.5638351,-0.052598227,0.029465063,-0.11121089,-0.011119487,0.0,0.0,1.564008,0.060289,0.000000,1.585661,0.029465063,0.001236608,0.0012227788,0.0460785,0.000000,0
-0.023779105,1.5644019,-0.05259823,0.025145037,-0.11176687,-0.011119459,0.0,0.0,1.564583,0.058300,0.000000,1.585995,0.025145037,0.0012427871,0.0012507389,0.039336942,0.000000,0
-0.024310684,1.5648713,-0.052598238,0.020825012,-0.112322845,-0.011119442,0.0,0.0,1.565060,0.056571,0.000000,1.586330,0.020825012,0.0012489674,0.0012786991,0.032588463,0.000000,0
-0.024842167,1.5652436,-0.052598245,0.016504988,-0.11287882,-0.011119431,0.0,0.0,1.565441,0.055127,0.000000,1.586666,0.016504988,0.0012551482,0.0013066544,0.025834328,0.000000,0
-0.025373746,1.5655187,-0.05259825,0.012184962,-0.11343479,-0.011119403,0.0,0.0,1.565724,0.053991,0.000000,1.587003,0.012184962,0.0012613272,0.0013346146,0.019075787,0.000000,0
-0.025905322,1.5656967,-0.052598257,0.007864936,-0.11399077,-0.011119378,0.0,0.0,1.565911,0.053183,0.000000,1.587340,0.007864936,0.0012675064,0.0013625748,0.0123141045,0.000000,0
-0.0264369,1.5657775,-0.052598257,0.0035449106,-0.11454674,-0.011119352,0.0,0.0,1.566001,0.052718,0.000000,1.587679,0.0035449106,0.0012736855,0.0013905349,0.0055505414,0.000000,0
-0.026968384,1.5657611,-0.05259826,-0.00077511533,-0.115102716,-0.0111193815,0.0,0.0,1.565993,0.052604,0.000000,1.588018,0.00077511533,0.001279871,0.0014184901,-0.0012136454,0.000000,0
-0.027499963,1.5656474,-0.05259826,-0.005095141,-0.11565869,-0.011119356,0.0,0.0,1.565889,0.052844,0.000000,1.588359,0.005095141,0.0012860502,0.0014464502,-0.007977194,0.000000,0
-0.02803154,1.5654365,-0.052598268,-0.009415167,-0.11621468,-0.011119368,0.0,0.0,1.565687,0.053434,0.000000,1.588701,0.009415167,0.0012922337,0.0014744104,-0.014738847,0.000000,0
-0.028563023,1.5651284,-0.052598275,-0.013735193,-0.11677066,-0.011119379,0.0,0.0,1.565389,0.054362,0.000000,1.589044,0.013735193,0.0012984172,0.0015023657,-0.02149734,0.000000,0
-0.029094601,1.5647233,-0.05259828,-0.01805522,-0.11732663,-0.011119382,0.0,0.0,1.564994,0.055611,0.000000,1.589388,0.01805522,0.0013045997,0.001530326,-0.02825142,0.000000,0
-0.029626083,1.5642208,-0.052598286,-0.022375245,-0.11788261,-0.011119405,0.0,0.0,1.564501,0.057160,0.000000,1.589734,0.022375245,0.0013107845,0.0015582811,-0.03499982,0.000000,0
-0.030157661,1.5636212,-0.05259829,-0.02669527,-0.11843858,-0.011119405,0.0,0.0,1.563912,0.058985,0.000000,1.590081,0.02669527,0.0013169665,0.0015862414,-0.04174129,0.000000,0
-0.03068924,1.5629244,-0.052598305,-0.031015294,-0.118994564,-0.011119409,0.0,0.0,1.563226,0.061062,0.000000,1.590430,0.031015294,0.0013231493,0.0016142019,-0.048474558,0.000000,0
-0.031220723,1.5621302,-0.05259831,-0.035335317,-0.11955055,-0.011119413,0.0,0.0,1.562442,0.063365,0.000000,1.590780,0.035335317,0.0013293319,0.0016421572,-0.055198368,0.000000,0
-0.0317523,1.561239,-0.05259831,-0.039655343,-0.120106526,-0.011119396,0.0,0.0,1.561562,0.065872,0.000000,1.591131,0.039655343,0.001335512,0.0016701173,-0.061911467,0.000000,0
-0.03228388,1.5602505,-0.052598316,-0.043975372,-0.1206625,-0.0111193815,0.0,0.0,1.560585,0.068560,0.000000,1.591485,0.043975372,0.0013416924,0.0016980778,-0.0686126,0.000000,0
-0.03281536,1.559165,-0.05259832,-0.048295397,-0.12121848,-0.011119354,0.0,0.0,1.559510,0.071407,0.000000,1.591840,0.048295397,0.0013478711,0.0017260328,-0.07530049,0.000000,0
-0.03334694,1.5579821,-0.052598327,-0.052615423,-0.12177444,-0.011119373,0.0,0.0,1.558339,0.074397,0.000000,1.592197,0.052615423,0.0013540555,0.0017539932,-0.08197389,0.000000,0
-0.033878516,1.5567021,-0.052598335,-0.05693545,-0.12233043,-0.011119397,0.0,0.0,1.557071,0.077513,0.000000,1.592556,0.05693545,0.0013602406,0.0017819535,-0.08863153,0.000000,0
-0.03441,1.5553249,-0.05259834,-0.061255477,-0.122886404,-0.011119423,0.0,0.0,1.555706,0.080739,0.000000,1.592917,0.061255477,0.001366426,0.0018099088,-0.09527217,0.000000,0
-0.034941576,1.5538504,-0.052598346,-0.0655755,-0.123442374,-0.011119461,0.0,0.0,1.554243,0.084064,0.000000,1.593280,0.0655755,0.0013726127,0.0018378692,-0.10189452,0.000000,0
-0.03547306,1.5522788,-0.052598346,-0.06989553,-0.123998344,-0.011119412,0.0,0.0,1.552684,0.087476,0.000000,1.593645,0.06989553,0.0013787887,0.0018658243,-0.108497344,0.000000,0
-0.03600464,1.5506101,-0.05259835,-0.07421555,-0.124554336,-0.011119425,0.0,0.0,1.551028,0.090964,0.000000,1.594012,0.07421555,0.0013849726,0.0018937846,-0.11507939,0.000000,0
-0.036536217,1.548844,-0.052598357,-0.07853558,-0.12511031,-0.011119423,0.0,0.0,1.549275,0.094522,0.000000,1.594381,0.07853558,0.0013911546,0.001921745,-0.121639356,0.000000,0
-0.0370677,1.5469807,-0.052598357,-0.08285561,-0.1256663,-0.011119429,0.0,0.0,1.547425,0.098141,0.000000,1.594753,0.08285561,0.0013973375,0.0019497002,-0.12817603,0.000000,0
-0.037599277,1.5450203,-0.052598365,-0.087175645,-0.12622228,-0.011119428,0.0,0.0,1.545478,0.101814,0.000000,1.595127,0.087175645,0.0014035197,0.0019776605,-0.13468814,0.000000,0
-0.03813076,1.5429627,-0.05259837,-0.09149567,-0.12677826,-0.011119458,0.0,0.0,1.543434,0.105537,0.000000,1.595504,0.09149567,0.0014097055,0.0020056157,-0.1411744,0.000000,0
-0.038662337,1.540808,-0.052598376,-0.095815696,-0.12733425,-0.011119452,0.0,0.0,1.541293,0.109303,0.000000,1.595883,0.095815696,0.0014158871,0.0020335761,-0.14763358,0.000000,0
-0.039193917,1.5385559,-0.05259838,-0.10013572,-0.12789023,-0.011119457,0.0,0.0,1.539055,0.113109,0.000000,1.596265,0.10013572,0.0014220699,0.0020615365,-0.1540644,0.000000,0
-0.0397254,1.5362068,-0.052598387,-0.10445575,-0.1284462,-0.011119461,0.0,0.0,1.536720,0.116951,0.000000,1.596650,0.10445575,0.0014282526,0.002089492,-0.16046563,0.000000,0
-0.040256977,1.5337603,-0.052598394,-0.10877577,-0.12900218,-0.011119429,0.0,0.0,1.534288,0.120825,0.000000,1.597038,0.10877577,0.0014344306,0.0021174524,-0.16683596,0.000000,0
-0.04078846,1.5312169,-0.0525984,-0.113095805,-0.12955818,-0.011119457,0.0,0.0,1.531760,0.124729,0.000000,1.597428,0.113095805,0.0014406166,0.0021454077,-0.1731742,0.000000,0
-0.041320037,1.5285761,-0.05259841,-0.11741583,-0.13011415,-0.011119467,0.0,0.0,1.529134,0.128659,0.000000,1.597821,0.11741583,0.0014468001,0.0021733681,-0.17947903,0.000000,0
-0.04185152,1.5258381,-0.052598424,-0.121735856,-0.13067015,-0.011119452,0.0,0.0,1.526412,0.132613,0.000000,1.598218,0.121735856,0.0014529804,0.002201324,-0.18574922,0.000000,0
-0.042383097,1.5230031,-0.052598428,-0.12605588,-0.13122612,-0.011119445,0.0,0.0,1.523593,0.136589,0.000000,1.598618,0.12605588,0.0014591616,0.0022292843,-0.19198349,0.000000,0
-0.042914677,1.5200708,-0.052598435,-0.1303759,-0.1317821,-0.011119425,0.0,0.0,1.520677,0.140586,0.000000,1.599021,0.1303759,0.0014653412,0.002257245,-0.1981806,0.000000,0
-0.04344616,1.5170412,-0.05259844,-0.13469595,-0.13233809,-0.011119405,0.0,0.0,1.517663,0.144602,0.000000,1.599427,0.13469595,0.0014715209,0.0022852002,-0.2043393,0.000000,0
-0.043977737,1.5139145,-0.052598447,-0.13901596,-0.13289405,-0.011119395,0.0,0.0,1.514553,0.148634,0.000000,1.599837,0.13901596,0.0014777015,0.0023131606,-0.21045826,0.000000,0
-0.04450922,1.5106905,-0.052598454,-0.14333598,-0.13345005,-0.0111193955,0.0,0.0,1.511346,0.152682,0.000000,1.600251,0.14333598,0.0014838838,0.0023411163,-0.2165363,0.000000,0
-0.045040797,1.5073694,-0.052598458,-0.147656,-0.13400602,-0.011119378,0.0,0.0,1.508042,0.156745,0.000000,1.600668,0.147656,0.0014900636,0.0023690765,-0.22257213,0.000000,0
-0.04557228,1.5039511,-0.05259847,-0.15197602,-0.13456199,-0.01111937,0.0,0.0,1.504641,0.160821,0.000000,1.601089,0.15197602,0.0014962446,0.0023970322,-0.2285645,0.000000,0
-0.046103857,1.5004356,-0.05259847,-0.15629603,-0.13511795,-0.011119354,0.0,0.0,1.501144,0.164909,0.000000,1.601514,0.15629603,0.0015024242,0.0024249924,-0.23451212,0.000000,0
-0.04663534,1.4968228,-0.052598476,-0.16061606,-0.13567393,-0.011119339,0.0,0.0,1.497549,0.169009,0.000000,1.601942,0.16061606,0.0015086043,0.002452948,-0.24041378,0.000000,0
-0.04716692,1.4931129,-0.052598476,-0.16493607,-0.13622989,-0.011119359,0.0,0.0,1.493858,0.173120,0.000000,1.602375,0.16493607,0.0015147891,0.0024809083,-0.24626817,0.000000,0
-0.0476984,1.4893057,-0.052598484,-0.16925608,-0.13678585,-0.011119366,0.0,0.0,1.490069,0.177241,0.000000,1.602813,0.16925608,0.0015209719,0.0025088636,-0.25207403,0.000000,0
-0.04822998,1.4854015,-0.052598484,-0.1735761,-0.13734181,-0.011119389,0.0,0.0,1.486184,0.181371,0.000000,1.603254,0.1735761,0.001527157,0.002536824,-0.2578302,0.000000,0
-0.048761465,1.4813999,-0.052598495,-0.17789613,-0.13789779,-0.011119397,0.0,0.0,1.482202,0.185509,0.000000,1.603700,0.17789613,0.0015333403,0.0025647797,-0.2635353,0.000000,0
-0.04929304,1.4773012,-0.052598495,-0.18221617,-0.13845377,-0.0111193955,0.0,0.0,1.478123,0.189656,0.000000,1.604151,0.18221617,0.0015395222,0.0025927399,-0.26918817,0.000000,0
-0.049824525,1.4731052,-0.0525985,-0.18653621,-0.13900974,-0.011119387,0.0,0.0,1.473948,0.193810,0.000000,1.604606,0.18653621,0.0015457032,0.0026206952,-0.27478746,0.000000,0
-0.0503561,1.4688122,-0.052598514,-0.19085623,-0.1395657,-0.011119361,0.0,0.0,1.469675,0.197971,0.000000,1.605066,0.19085623,0.0015518814,0.002648656,-0.28033197,0.000000,2
-0.050693035,1.4657583,-0.033451904,-0.13575314,-0.13980329,-0.004751805,0.0,0.0,1.466635,0.139814,0.000000,1.605367,0.13575314,0.000664318,0.0016957786,-0.1989813,0.000000,1
-0.051088333,1.4626269,-0.04081375,-0.13905236,-0.13852708,0.025523838,0.0,0.0,1.463519,0.144918,0.000000,1.605711,0.13905236,-0.0035357426,0.0020851064,-0.20338173,0.000000,1
-0.051569175,1.4594084,-0.05153147,-0.14273325,-0.13509181,0.068705454,0.0,0.0,1.460319,0.151751,0.000000,1.606117,0.14273325,-0.009281544,0.0026574354,-0.2083061,0.000000,3
-0.051986884,1.4560871,-0.043629173,-0.14744073,-0.13324429,0.0369501,0.0,0.0,1.457015,0.153760,0.000000,1.606484,0.14744073,-0.0049233898,0.0022681449,-0.21468654,0.000000,2
-0.05248909,1.4536537,-0.0512773,-0.10805561,-0.13218746,0.021136764,0.0,0.0,1.454601,0.119605,0.000000,1.606889,0.10805561,-0.0027940152,0.0026914987,-0.15707543,0.000000,2
-0.053013135,1.4527032,-0.052722596,-0.042217515,-0.13187341,0.0062804916,0.0,0.0,1.453670,0.067543,0.000000,1.607273,0.042217515,-0.0008282299,0.00279499,-0.06132952,0.000000,0
-0.05353718,1.4516556,-0.052722596,-0.046537526,-0.13155939,0.0062805032,0.0,0.0,1.452643,0.070324,0.000000,1.607660,0.046537526,-0.00082625914,0.002822619,-0.06755646,0.000000,0
-0.054061223,1.4505106,-0.052722596,-0.050857533,-0.13124536,0.0062805144,0.0,0.0,1.451518,0.073254,0.000000,1.608050,0.050857533,-0.00082428835,0.002850248,-0.07376939,0.000000,2
-0.054315187,1.4502504,-0.026557783,-0.011461835,-0.1300888,0.023130758,0.0,0.0,1.451267,0.028926,0.000000,1.608231,0.011461835,-0.0030090527,0.001442491,-0.01662253,0.000000,1
-0.054633807,1.4499172,-0.034707904,-0.014562979,-0.127254,0.056696285,0.0,0.0,1.450946,0.037639,0.000000,1.608459,0.014562979,-0.007214829,0.0018962249,-0.021115115,0.000000,1
-0.05504818,1.4495023,-0.046739038,-0.017993378,-0.121986605,0.10534775,0.0,0.0,1.450547,0.050083,0.000000,1.608755,0.017993378,-0.012851015,0.002572899,-0.026081443,0.000000,3
-0.055365942,1.4489777,-0.034609992,-0.023090363,-0.11916588,0.056414794,0.0,0.0,1.450035,0.041605,0.000000,1.608988,0.023090363,-0.006722719,0.0019162148,-0.03345742,0.000000,0
-0.055683613,1.4483559,-0.034610115,-0.027411023,-0.116345145,0.0564148,0.0,0.0,1.449426,0.044150,0.000000,1.609223,0.027411023,-0.006563588,0.0019272162,-0.039700918,0.000000,0
-0.056001376,1.4476371,-0.03461023,-0.031731684,-0.1135244,0.056414783,0.0,0.0,1.448720,0.046955,0.000000,1.609462,0.031731684,-0.0064044544,0.0019382206,-0.045935962,0.000000,0
-0.056319047,1.446821,-0.034610342,-0.036052343,-0.11070368,0.056414776,0.0,0.0,1.447917,0.049976,0.000000,1.609703,0.036052343,-0.006245323,0.0019492215,-0.052161284,0.000000,0
-0.056636713,1.445908,-0.034610454,-0.040373005,-0.10788293,0.056414764,0.0,0.0,1.447017,0.053178,0.000000,1.609947,0.040373005,-0.00608619,0.0019602224,-0.05837565,0.000000,0
-0.056954384,1.4448977,-0.034610562,-0.044693667,-0.105062194,0.056414746,0.0,0.0,1.446020,0.056528,0.000000,1.610194,0.044693667,-0.005927057,0.0019712232,-0.06457777,0.000000,0
-0.057272054,1.4437904,-0.034610666,-0.049014334,-0.102241464,0.056414723,0.0,0.0,1.444926,0.060003,0.000000,1.610443,0.049014334,-0.005767924,0.001982224,-0.07076643,0.000000,0
-0.05758972,1.4425862,-0.034610767,-0.053335004,-0.09942073,0.056414682,0.0,0.0,1.443735,0.063581,0.000000,1.610696,0.053335004,-0.0056087887,0.0019932245,-0.07694034,0.000000,2
-0.05789261,1.4421343,-0.032943264,-0.0199132,-0.09679223,0.05257023,0.0,0.0,1.443296,0.038494,0.000000,1.610918,0.0199132,-0.00508839,0.0019071714,-0.028717509,0.000000,0
-0.058195494,1.4415851,-0.03294335,-0.024233771,-0.09416371,0.052570183,0.0,0.0,1.442759,0.040897,0.000000,1.611144,0.024233771,-0.0049502035,0.0019171545,-0.034935042,0.000000,0
-0.058498383,1.440939,-0.032943435,-0.028554346,-0.09153521,0.052570153,0.0,0.0,1.442126,0.043596,0.000000,1.611371,0.028554346,-0.00481202,0.0019271376,-0.04114507,0.000000,0
-0.05880127,1.4401956,-0.03294351,-0.032874923,-0.088906705,0.052570134,0.0,0.0,1.441395,0.046541,0.000000,1.611602,0.032874923,-0.004673837,0.0019371202,-0.04734632,0.000000,0
-0.059104156,1.4393554,-0.032943584,-0.0371955,-0.08627821,0.052570093,0.0,0.0,1.440568,0.049687,0.000000,1.611836,0.0371955,-0.0045356536,0.0019471027,-0.053537544,0.000000,3
-0.05934143,1.4384124,-0.024711903,-0.041846715,-0.08530286,0.019507093,0.0,0.0,1.439636,0.048599,0.000000,1.612028,0.041846715,-0.0016640108,0.0014664397,-0.060192835,0.000000,0
-0.05957861,1.4373724,-0.024711912,-0.046166793,-0.08432752,0.019507084,0.0,0.0,1.438607,0.052365,0.000000,1.612222,0.046166793,-0.001644984,0.0014723013,-0.06635887,0.000000,0
-0.059815884,1.4362354,-0.024711922,-0.050486874,-0.08335217,0.019507093,0.0,0.0,1.437481,0.056210,0.000000,1.612420,0.050486874,-0.0016259586,0.0014781654,-0.07251104,0.000000,2
-0.059836768,1.4364686,-0.003699407,0.010449155,-0.08175606,0.031922046,0.0,0.0,1.437714,0.011085,0.000000,1.612428,0.010449155,-0.0026098208,0.00022136056,0.015009884,0.000000,0
-0.059857655,1.4366045,-0.0036994335,0.006128942,-0.08015996,0.03192205,0.0,0.0,1.437851,0.007159,0.000000,1.612438,0.006128942,-0.0025588702,0.00022143942,0.008804866,0.000000,0
-0.05987854,1.4366431,-0.0036994596,0.0018087291,-0.07856386,0.03192206,0.0,0.0,1.437890,0.004118,0.000000,1.612452,0.0018087291,-0.0025079204,0.00022151823,0.0025984982,0.000000,0
-0.059899427,1.4365847,-0.0036994852,-0.0025114836,-0.07696775,0.031922057,0.0,0.0,1.437833,0.004471,0.000000,1.612468,0.0025114836,-0.002456969,0.00022159705,-0.003607959,0.000000,0
-0.05992031,1.436429,-0.0036995101,-0.006831697,-0.07537165,0.03192203,0.0,0.0,1.437678,0.007769,0.000000,1.612487,0.006831697,-0.0024060162,0.0002216758,-0.009813248,0.000000,0
-0.059941195,1.4361764,-0.0036995343,-0.01115191,-0.07377555,0.031922035,0.0,0.0,1.437427,0.011750,0.000000,1.612509,0.01115191,-0.0023550657,0.00022175451,-0.01601611,0.000000,0
