# a0	a1	a2	a3
     -0.8463	    -16.1971	    -22.8172	     14.0782
    -50.1569	    -51.6629	    -56.8710	    -14.6598
      3.6068	     -1.0250	     -6.2394	     -2.7187
    -53.5352	    -25.2025	    -65.9686	    -66.2450
     30.8176	     21.9033	     17.1561	     14.0928
     18.0409	      7.4917	     23.3911	     22.6563
    -10.7408	    -13.3286	    -13.3595	     25.7645
    -82.0211	    -38.1122	    -53.7518	    -74.3490
      7.7989	     10.2675	     18.9241	      6.8115
    -30.1816	    -34.4265	    -32.6636	     -1.4944
    -24.8642	    -46.7199	    -50.9462	    -59.0175
     14.7213	     11.5628	     24.7242	     10.8583
    -47.5092	    -52.4371	    -59.2848	    -23.7867
    -47.1241	    -48.5644	    -51.2406	    -30.0100
     -9.7197	    -24.3715	    -42.4308	    -30.0026
      4.5409	     -1.5613	     -0.8118	     12.8017
     -3.5066	     -3.6010	     -5.2604	     11.5650
    -40.4569	    -23.1527	    -40.8303	    -44.0957
    -37.4657	    -33.8251	     -3.8144	    -26.4155
     -3.5847	     -8.0988	     -6.5454	      8.4060
     -6.4741	    -14.4854	     16.6190	     -4.5159
      6.7552	     10.2773	      6.0259	      1.7677
    -50.2539	    -13.0067	    -76.3978	    -47.6366
      7.5947	     -3.3885	     -5.7648	     -4.5151
     15.5838	     22.1212	     -6.6511	     -4.4596
     25.0825	     25.1673	     25.4633	     19.6012
     -0.9600	      2.6247	    -14.7498	     -4.3928
     11.4059	     11.2200	    -12.6670	      9.7475
     14.5761	      0.4624	     -3.3561	     -0.0455
     -5.3188	     -5.6579	    -33.8370	      1.5612
    -28.3228	     -9.8187	    -29.1506	    -28.6136
    -28.5067	    -36.7027	    -53.5549	     17.2460
    -39.5196	    -43.0294	    -51.4762	    -20.1338
    -15.0210	     -3.3847	    -19.8557	    -29.6392
    -18.6557	     -0.0470	    -16.6505	    -15.9418
     27.9953	     10.2414	    -32.3667	      6.8287
    -11.8608	     -9.6591	    -14.1836	      5.7432
     -0.2568	    -12.9094	     -4.7299	      9.9052
     -8.5049	     -0.8406	    -19.3918	     -9.0342
      6.1557	     16.7457	      3.9959	     -0.0244
      3.9088	     -4.9584	    -32.4007	     -8.1346
    -16.0262	      0.5352	    -20.6997	    -17.8294
      8.3418	     16.2040	      2.4099	      1.3715
      9.1349	      0.7232	    -25.0218	      2.9009
    -14.2701	    -11.8454	     -2.9246	    -17.2587
    -28.4288	    -21.7153	    -27.5692	     -5.6778
     -9.5486	      8.7759	    -24.2383	     -8.7145
     17.3123	     -6.7989	    -34.7603	     -5.8122
     -1.0097	     11.0956	     -6.1439	     -9.3390
     10.3559	    -13.7905	    -23.5767	    -21.8369
    -41.4732	    -42.3455	    -54.9803	    -26.5794
    -44.6835	    -22.6803	    -47.5853	    -33.8309
    -15.7561	    -13.7629	    -25.3154	      3.7276
      3.4794	     -5.1987	     19.7590	      2.6553
     -9.8855	    -10.7898	    -34.1520	      8.9606
      2.7417	    -13.7576	    -12.9062	    -11.8497
    -17.1987	    -19.3522	    -21.7487	     -8.4856
     -7.7139	    -15.5057	    -11.1438	      4.5597
    -38.7732	    -37.4050	    -38.4112	    -16.0435
     -3.1684	      0.6132	      9.6639	      2.1631
    -28.8369	    -26.0306	    -45.5468	    -20.4589
     19.9080	      8.2243	      9.1450	      8.3059
    -53.5891	    -42.6323	    -52.5617	    -48.0972
    -25.4104	     -8.5998	    -34.1866	    -24.2306
    -40.6367	    -47.5504	    -50.9205	    -27.1473
    -11.9428	     10.4159	    -15.2970	    -10.9588
     -2.1066	     -6.6862	    -25.2372	      3.0195
     -2.4696	      0.5478	    -12.8149	     -9.7324
     25.8624	     42.3597	     12.7172	     15.1116
    -18.7834	     19.1573	    -28.4420	    -23.9760
     -6.5167	    -21.1007	    -25.4212	    -25.2223
      3.3929	     -1.8747	     -5.3538	     22.3280
    -19.7110	    -20.5622	    -26.2489	    -13.6694
      8.6998	     10.9166	      6.7314	     19.1575
    -27.1676	    -25.4068	     -7.5364	    -28.6612
